community_id,size,top_section,junk_section_share,n_projects,verdict_reason,run_id
c1737,45,Implementation Arrangements and Support Plan,0.9556,23,junk_section_share>=0.6,20260918T0133-7dd1a33
c1738,20,Implementation Arrangements and Support Plan,1.0,14,junk_section_share>=0.6,20260918T0133-7dd1a33
c1739,62,Implementation Arrangements and Support Plan,0.8871,34,junk_section_share>=0.6,20260918T0133-7dd1a33
c1740,30,Implementation Arrangements and Support Plan,0.9667,19,junk_section_share>=0.6,20260918T0133-7dd1a33
c1741,19,Fiduciary,1.0,13,junk_section_share>=0.6,20260918T0133-7dd1a33
c1742,10,Implementation Arrangements and Support Plan,1.0,7,junk_section_share>=0.6,20260918T0133-7dd1a33
c1745,22,Implementation Arrangements and Support Plan,0.9091,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1746,34,Implementation Arrangements and Support Plan,0.8235,25,junk_section_share>=0.6,20260918T0133-7dd1a33
c1750,10,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1751,17,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1752,85,Implementation Arrangements and Support Plan,0.9529,39,junk_section_share>=0.6,20260918T0133-7dd1a33
c1753,39,Implementation Arrangements and Support Plan,0.9744,29,junk_section_share>=0.6,20260918T0133-7dd1a33
c1756,28,Implementation Arrangements and Support Plan,0.9286,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1757,23,Implementation Arrangements and Support Plan,1.0,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1760,88,Implementation Arrangements and Support Plan,1.0,36,junk_section_share>=0.6,20260918T0133-7dd1a33
c1761,10,Implementation Arrangements and Support Plan,1.0,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1762,55,Implementation Arrangements and Support Plan,0.6364,34,junk_section_share>=0.6,20260918T0133-7dd1a33
c1763,90,Fiduciary,0.9444,52,junk_section_share>=0.6,20260918T0133-7dd1a33
c1764,22,Fiduciary,0.9091,16,junk_section_share>=0.6,20260918T0133-7dd1a33
c1769,12,Implementation Arrangements and Support Plan,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1788,31,Implementation Arrangements and Support Plan,0.9032,22,junk_section_share>=0.6,20260918T0133-7dd1a33
c1789,16,Implementation Arrangements and Support Plan,1.0,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1790,10,Implementation Arrangements and Support Plan,1.0,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1791,13,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1792,25,Implementation Arrangements and Support Plan,0.88,15,junk_section_share>=0.6,20260918T0133-7dd1a33
c1793,11,Implementation Arrangements and Support Plan,1.0,11,junk_section_share>=0.6,20260918T0133-7dd1a33
c1794,25,Implementation Arrangements and Support Plan,0.88,17,junk_section_share>=0.6,20260918T0133-7dd1a33
c1795,10,Implementation Arrangements and Support Plan,0.8,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1796,79,Implementation Arrangements and Support Plan,0.9494,40,junk_section_share>=0.6,20260918T0133-7dd1a33
c1801,11,Implementation Arrangements and Support Plan,0.7273,8,junk_section_share>=0.6,20260918T0133-7dd1a33
c1802,24,Implementation Arrangements and Support Plan,0.9583,20,junk_section_share>=0.6,20260918T0133-7dd1a33
c1821,13,Country Context,0.0,2,n_projects<3,20260918T0133-7dd1a33
c1849,13,Environmental and Social,0.7692,9,junk_section_share>=0.6,20260918T0133-7dd1a33
c1892,17,Rationale for Additional Financing (AF),0.2941,2,n_projects<3,20260918T0133-7dd1a33
c1901,30,KEY RISKS,0.9,18,junk_section_share>=0.6,20260918T0133-7dd1a33
c1903,15,RESULTS FRAMEWORK AND MONITORING,0.7333,3,junk_section_share>=0.6,20260918T0133-7dd1a33
c1906,17,DETAILED CHANGE(S),0.1765,2,n_projects<3,20260918T0133-7dd1a33
c1931,24,"Technical, Economic and Financial Analysis",0.2917,2,n_projects<3,20260918T0133-7dd1a33
c1961,26,Proposed Changes,0.0769,2,n_projects<3,20260918T0133-7dd1a33
c1966,10,Implementation Arrangements and Support Plan,0.4,1,n_projects<3,20260918T0133-7dd1a33
c1970,12,RESULTS FRAMEWORK AND MONITORING,0.6667,8,junk_section_share>=0.6,20260918T0133-7dd1a33
